anno,,,2007,2007,2007,2008,2008,2008,2009,2009,2009,2010,2010,2010,2011,2011,2011,2012,2012,2012,2013,2013,2013,2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021,2022,2022,2022,2023,2023,2023,2024,2024,2024,2025,2025,2025,2026,2026,2026
sesso,,,maschi,femmine,totale,maschi,femmine,totale,maschi,femmine,totale,maschi,femmine,totale,maschi,femmine,totale,maschi,femmine,totale,maschi,femmine,totale,maschi,femmine,totale,maschi,femmine,totale,maschi,femmine,totale,maschi,femmine,totale,maschi,femmine,totale,maschi,femmine,totale,maschi,femmine,totale,maschi,femmine,totale,maschi,femmine,totale,maschi,femmine,totale,maschi,femmine,totale,maschi,femmine,totale,maschi,femmine,totale
nome_rip,codice,nome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centro,ITE1,Toscana,1739307.0,1871673.0,3610980.0,1756635.0,1893547.0,3650182.0,1771984.0,1911378.0,3683362.0,1782038.0,1924554.0,3706592.0,1789991.0,1936272.0,3726263.0,1793194.0,1940341.0,3733535.0,1798311.0,1945226.0,3743537.0,1799152.0,1945141.0,3744293.0,1796865.0,1942179.0,3739044.0,1791879.0,1934543.0,3726422.0,1792459.0,1928932.0,3721391.0,1791476.0,1920572.0,3712048.0,1788031.0,1913312.0,3701343.0,1784318.0,1908237.0,3692555.0,1788550.0,1904315.0,3692865.0,1776806.0,1886385.0,3663191.0,1776898.0,1885083.0,3661981.0,1779906.0,1880624.0,3660530.0,1781954.0,1875762.0,3657716.0,1786632.0,1872590.0,3659222.0
Centro,ITE2,Umbria,414132.0,444675.0,858807.0,418958.0,451340.0,870298.0,422929.0,456711.0,879640.0,424960.0,459977.0,884937.0,426541.0,462909.0,889450.0,426858.0,463549.0,890407.0,428135.0,464607.0,892742.0,427686.0,464413.0,892099.0,426009.0,462279.0,888288.0,424345.0,459747.0,884092.0,423330.0,457662.0,880992.0,421997.0,454480.0,876477.0,421451.0,452293.0,873744.0,419894.0,450271.0,870165.0,417708.0,447744.0,865452.0,415195.0,443617.0,858812.0,414273.0,442134.0,856407.0,413318.0,439750.0,853068.0,413572.0,437901.0,851473.0,413798.0,436829.0,850627.0
Centro,ITE3,Marche,733060.0,774921.0,1507981.0,740816.0,784458.0,1525274.0,748407.0,792847.0,1541254.0,750020.0,796780.0,1546800.0,750158.0,799458.0,1549616.0,749722.0,800288.0,1550010.0,750351.0,801317.0,1551668.0,749365.0,800113.0,1549478.0,747758.0,798111.0,1545869.0,744554.0,793888.0,1538442.0,742550.0,789910.0,1532460.0,741129.0,785202.0,1526331.0,739088.0,781233.0,1520321.0,735691.0,776981.0,1512672.0,729583.0,768653.0,1498236.0,725470.0,761680.0,1487150.0,724914.0,759384.0,1484298.0,725906.0,756840.0,1482746.0,726215.0,754330.0,1480545.0,727518.0,752314.0,1479832.0
Centro,ITE4,Lazio,2549320.0,2773609.0,5322929.0,2582947.0,2811063.0,5394010.0,2615689.0,2846310.0,5461999.0,2642675.0,2873351.0,5516026.0,2666275.0,2896771.0,5563046.0,2687966.0,2917740.0,5605706.0,2727095.0,2951669.0,5678764.0,2751207.0,2972748.0,5723955.0,2762744.0,2982155.0,5744899.0,2774063.0,2987445.0,5761508.0,2783281.0,2990811.0,5774092.0,2785951.0,2988655.0,5774606.0,2787540.0,2985536.0,5773076.0,2779181.0,2976519.0,5755700.0,2767173.0,2963226.0,5730399.0,2768356.0,2946526.0,5714882.0,2771086.0,2949450.0,5720536.0,2770662.0,2944083.0,5714745.0,2770966.0,2938212.0,5709178.0,2773837.0,2935607.0,5709444.0
Isole,ITG1,Sicilia,2415277.0,2580563.0,4995840.0,2424173.0,2591793.0,5015966.0,2431444.0,2599992.0,5031436.0,2438996.0,2605049.0,5044045.0,2448415.0,2611067.0,5059482.0,2450863.0,2611083.0,5061946.0,2447967.0,2605573.0,5053540.0,2443388.0,2598366.0,5041754.0,2439786.0,2588480.0,5028266.0,2431322.0,2573078.0,5004400.0,2419673.0,2558227.0,4977900.0,2402871.0,2539317.0,4942188.0,2387653.0,2520895.0,4908548.0,2370942.0,2504348.0,4875290.0,2346759.0,2486946.0,4833705.0,2353773.0,2479556.0,4833329.0,2345397.0,2468619.0,4814016.0,2339466.0,2457893.0,4797359.0,2336364.0,2451026.0,4787390.0,2334463.0,2440731.0,4775194.0
Isole,ITG2,Sardegna,805522.0,837530.0,1643052.0,807990.0,841068.0,1649058.0,809583.0,843546.0,1653129.0,809621.0,844090.0,1653711.0,810717.0,845116.0,1655833.0,810010.0,845069.0,1655079.0,809929.0,844654.0,1654583.0,809049.0,843479.0,1652528.0,807308.0,841334.0,1648642.0,805066.0,837426.0,1642492.0,802979.0,833860.0,1636839.0,801369.0,829671.0,1631040.0,797352.0,824905.0,1622257.0,791696.0,819925.0,1611621.0,778110.0,811934.0,1590044.0,778670.0,808743.0,1587413.0,774245.0,803901.0,1578146.0,771282.0,799171.0,1570453.0,767895.0,794486.0,1562381.0,764672.0,789818.0,1554490.0
Nord-est,ITD1,Provincia Autonoma Bolzano / Bozen,239451.0,245745.0,485196.0,242214.0,249124.0,491338.0,244369.0,251710.0,496079.0,246294.0,254156.0,500450.0,248263.0,256143.0,504406.0,250006.0,257983.0,507989.0,251930.0,259689.0,511619.0,254015.0,261374.0,515389.0,255395.0,262599.0,517994.0,256541.0,263711.0,520252.0,258495.0,264959.0,523454.0,260330.0,266442.0,526772.0,262371.0,267942.0,530313.0,263592.0,269052.0,532644.0,265445.0,269467.0,534912.0,264129.0,268487.0,532616.0,264748.0,269399.0,534147.0,266626.0,270907.0,537533.0,268050.0,271629.0,539679.0,269535.0,272599.0,542134.0
Nord-est,ITD2,Provincia Autonoma Trento,246211.0,257887.0,504098.0,249385.0,261126.0,510511.0,252413.0,264446.0,516859.0,254412.0,267119.0,521531.0,256322.0,269511.0,525833.0,257929.0,271317.0,529246.0,260203.0,273232.0,533435.0,261974.0,274839.0,536813.0,262691.0,275497.0,538188.0,263737.0,275776.0,539513.0,264384.0,275896.0,540280.0,265780.0,276186.0,541966.0,266908.0,276813.0,543721.0,267914.0,277511.0,545425.0,266766.0,275400.0,542166.0,266340.0,274618.0,540958.0,267681.0,275315.0,542996.0,269277.0,275892.0,545169.0,270360.0,276213.0,546573.0,271765.0,276919.0,548684.0
Nord-est,ITD3,Veneto,2315289.0,2424078.0,4739367.0,2343046.0,2453016.0,4796062.0,2365185.0,2479154.0,4844339.0,2372779.0,2490593.0,4863372.0,2376641.0,2502965.0,4879606.0,2378385.0,2508943.0,4887328.0,2386548.0,2514867.0,4901415.0,2388940.0,2516772.0,4905712.0,2387794.0,2514900.0,4902694.0,2382953.0,2507695.0,4890648.0,2382146.0,2501227.0,4883373.0,2384300.0,2496636.0,4880936.0,2390898.0,2493692.0,4884590.0,2389717.0,2489416.0,4879133.0,2391165.0,2478665.0,4869830.0,2380743.0,2467002.0,4847745.0,2382754.0,2466799.0,4849553.0,2388262.0,2463954.0,4852216.0,2392989.0,2460483.0,4853472.0,2399644.0,2457816.0,4857460.0
Nord-est,ITD4,Friuli-Venezia Giulia,583371.0,624759.0,1208130.0,588115.0,628944.0,1217059.0,591994.0,632659.0,1224653.0,592257.0,633653.0,1225910.0,591618.0,633743.0,1225361.0,590462.0,633180.0,1223642.0,591317.0,633670.0,1224987.0,591885.0,633099.0,1224984.0,590625.0,631039.0,1221664.0,588364.0,627844.0,1216208.0,586908.0,625901.0,1212809.0,587547.0,623608.0,1211155.0,588663.0,621751.0,1210414.0,586719.0,619497.0,1206216.0,585861.0,615649.0,1201510.0,582704.0,611943.0,1194647.0,582902.0,611346.0,1194248.0,583829.0,610787.0,1194616.0,584170.0,609114.0,1193284.0,585551.0,607945.0,1193496.0
Nord-est,ITD5,Emilia-Romagna,2034170.0,2160789.0,4194959.0,2058255.0,2188486.0,4246741.0,2086033.0,2219916.0,4305949.0,2100633.0,2239858.0,4340491.0,2112531.0,2259064.0,4371595.0,2121275.0,2270039.0,4391314.0,2135295.0,2280163.0,4415458.0,2144008.0,2288233.0,4432241.0,2144659.0,2289718.0,4434377.0,2147522.0,2287958.0,4435480.0,2152079.0,2287689.0,4439768.0,2159179.0,2286741.0,4445920.0,2169647.0,2289806.0,4459453.0,2173781.0,2290338.0,4464119.0,2165988.0,2272949.0,4438937.0,2163535.0,2261831.0,4425366.0,2171006.0,2266572.0,4437578.0,2182780.0,2269158.0,4451938.0,2191871.0,2270127.0,4461998.0,2204044.0,2272965.0,4477009.0
Nord-est,ITDA,Trentino Alto Adige / Südtirol,485662.0,503632.0,989294.0,491599.0,510250.0,1001849.0,496782.0,516156.0,1012938.0,500706.0,521275.0,1021981.0,504585.0,525654.0,1030239.0,507935.0,529300.0,1037235.0,512133.0,532921.0,1045054.0,515989.0,536213.0,1052202.0,518086.0,538096.0,1056182.0,520278.0,539487.0,1059765.0,522879.0,540855.0,1063734.0,526110.0,542628.0,1068738.0,529279.0,544755.0,1074034.0,531506.0,546563.0,1078069.0,532211.0,544867.0,1077078.0,530469.0,543105.0,1073574.0,532429.0,544714.0,1077143.0,535903.0,546799.0,1082702.0,538410.0,547842.0,1086252.0,541300.0,549518.0,1090818.0
Nord-ovest,ITC1,Piemonte,2082311.0,2223707.0,4306018.0,2106919.0,2251354.0,4358273.0,2122004.0,2267106.0,4389110.0,2127173.0,2274399.0,4401572.0,2130293.0,2280594.0,4410887.0,2133075.0,2283670.0,4416745.0,2138219.0,2287597.0,4425816.0,2136678.0,2284246.0,4420924.0,2128313.0,2275249.0,4403562.0,2121394.0,2262832.0,4384226.0,2118496.0,2251852.0,4370348.0,2111473.0,2238438.0,4349911.0,2103024.0,2225541.0,4328565.0,2095058.0,2216159.0,4311217.0,2079401.0,2195544.0,4274945.0,2073845.0,2182505.0,4256350.0,2072771.0,2178580.0,4251351.0,2077302.0,2174321.0,4251623.0,2080284.0,2171584.0,4251868.0,2086022.0,2168984.0,4255006.0
Nord-ovest,ITC2,Valle d'Aosta / Vallée d'Aoste,61146.0,63490.0,124636.0,61615.0,64043.0,125658.0,62003.0,64512.0,126515.0,62122.0,64835.0,126957.0,62102.0,65051.0,127153.0,62064.0,65241.0,127305.0,62356.0,65595.0,127951.0,62437.0,65808.0,128245.0,62296.0,65676.0,127972.0,61887.0,65143.0,127030.0,61859.0,64818.0,126677.0,61752.0,64461.0,126213.0,61471.0,64182.0,125653.0,61121.0,63913.0,125034.0,60712.0,63377.0,124089.0,60413.0,62947.0,123360.0,60353.0,62777.0,123130.0,60317.0,62560.0,122877.0,60162.0,62370.0,122532.0,60336.0,62218.0,122554.0
Nord-ovest,ITC3,Liguria,747534.0,833280.0,1580814.0,748643.0,834806.0,1583449.0,751920.0,837882.0,1589802.0,752999.0,838538.0,1591537.0,753610.0,838983.0,1592593.0,752759.0,837337.0,1590096.0,752645.0,834677.0,1587322.0,749989.0,830333.0,1580322.0,745321.0,824106.0,1569427.0,740864.0,816878.0,1557742.0,739648.0,811731.0,1551379.0,736461.0,805080.0,1541541.0,733543.0,799437.0,1532980.0,730371.0,794455.0,1524826.0,728845.0,789650.0,1518495.0,725821.0,783406.0,1509227.0,726267.0,781369.0,1507636.0,729373.0,779767.0,1509140.0,731441.0,778702.0,1510143.0,734281.0,777707.0,1511988.0
Nord-ovest,ITC4,Lombardia,4586311.0,4845230.0,9431541.0,4630581.0,4886896.0,9517477.0,4672808.0,4930996.0,9603804.0,4703006.0,4967608.0,9670614.0,4736009.0,5010104.0,9746113.0,4768852.0,5042159.0,9811011.0,4808182.0,5069359.0,9877541.0,4839331.0,5090438.0,9929769.0,4852782.0,5101987.0,9954769.0,4858262.0,5100185.0,9958447.0,4868602.0,5101817.0,9970419.0,4883469.0,5103493.0,9986962.0,4902201.0,5108632.0,10010833.0,4912375.0,5115227.0,10027602.0,4895446.0,5086108.0,9981554.0,4881528.0,5061476.0,9943004.0,4900520.0,5075989.0,9976509.0,4927003.0,5085051.0,10012054.0,4944359.0,5089559.0,10033918.0,4967927.0,5097767.0,10065694.0
Sud,ITF1,Abruzzo,630028.0,666841.0,1296869.0,636556.0,674751.0,1311307.0,641595.0,680292.0,1321887.0,643591.0,682424.0,1326015.0,645066.0,684154.0,1329220.0,646514.0,685110.0,1331624.0,647426.0,685157.0,1332583.0,646427.0,683491.0,1329918.0,644679.0,681157.0,1325836.0,641647.0,677647.0,1319294.0,639457.0,674473.0,1313930.0,636732.0,669327.0,1306059.0,635061.0,665584.0,1300645.0,631743.0,662198.0,1293941.0,625585.0,655427.0,1281012.0,624162.0,651788.0,1275950.0,622679.0,649948.0,1272627.0,622009.0,647562.0,1269571.0,623212.0,645906.0,1269118.0,623200.0,644022.0,1267222.0
Sud,ITF2,Molise,154611.0,162726.0,317337.0,154693.0,162964.0,317657.0,154304.0,162778.0,317082.0,153849.0,162090.0,315939.0,153391.0,161425.0,314816.0,153012.0,160904.0,313916.0,152957.0,160451.0,313408.0,152851.0,160046.0,312897.0,152268.0,159130.0,311398.0,152098.0,157928.0,310026.0,151653.0,156747.0,308400.0,151231.0,155333.0,306564.0,149761.0,154029.0,303790.0,147953.0,152563.0,300516.0,144864.0,149430.0,294294.0,144013.0,148137.0,292150.0,143551.0,147085.0,290636.0,143304.0,145920.0,289224.0,142890.0,144924.0,287814.0,142230.0,143710.0,285940.0
Sud,ITF3,Campania,2799137.0,2967126.0,5766263.0,2806578.0,2978467.0,5785045.0,2808853.0,2983234.0,5792087.0,2816253.0,2991211.0,5807464.0,2823556.0,2999271.0,5822827.0,2825505.0,3002088.0,5827593.0,2822219.0,2998211.0,5820430.0,2819518.0,2993250.0,5812768.0,2817823.0,2986547.0,5804370.0,2815435.0,2975348.0,5790783.0,2811203.0,2965451.0,5776654.0,2808877.0,2954012.0,5762889.0,2799558.0,2940733.0,5740291.0,2784616.0,2927527.0,5712143.0,2739038.0,2885222.0,5624260.0,2747577.0,2876843.0,5624420.0,2739246.0,2870290.0,5609536.0,2733422.0,2860484.0,5593906.0,2728514.0,2853823.0,5582337.0,2725438.0,2843265.0,5568703.0
Sud,ITF4,Puglia,1969075.0,2088365.0,4057440.0,1974802.0,2096442.0,4071244.0,1978767.0,2101382.0,4080149.0,1983240.0,2106871.0,4090111.0,1988783.0,2112775.0,4101558.0,1989103.0,2113694.0,4102797.0,1983241.0,2107289.0,4090530.0,1976664.0,2101124.0,4077788.0,1970084.0,2093185.0,4063269.0,1962242.0,2081493.0,4043735.0,1954192.0,2069875.0,4024067.0,1944620.0,2056346.0,4000966.0,1934344.0,2041184.0,3975528.0,1923532.0,2029773.0,3953305.0,1913253.0,2020524.0,3933777.0,1910909.0,2012032.0,3922941.0,1904137.0,2003546.0,3907683.0,1897886.0,1992775.0,3890661.0,1893187.0,1984208.0,3877395.0,1890243.0,1975034.0,3865277.0
Sud,ITF5,Basilicata,287835.0,298696.0,586531.0,287206.0,298887.0,586093.0,286423.0,298487.0,584910.0,285092.0,297526.0,582618.0,284205.0,296585.0,580790.0,283517.0,295843.0,579360.0,282844.0,294706.0,577550.0,281908.0,293906.0,575814.0,280768.0,292468.0,573236.0,279440.0,290447.0,569887.0,278136.0,288269.0,566405.0,276855.0,286113.0,562968.0,274697.0,283890.0,558587.0,272150.0,281104.0,553254.0,267989.0,277141.0,545130.0,266478.0,274690.0,541168.0,265185.0,272392.0,537577.0,263568.0,269665.0,533233.0,262505.0,267499.0,530004.0,260624.0,264657.0,525281.0
Sud,ITF6,Calabria,961660.0,1010277.0,1971937.0,964314.0,1014753.0,1979067.0,962548.0,1013999.0,1976547.0,961017.0,1012607.0,1973624.0,960342.0,1011707.0,1972049.0,959276.0,1009260.0,1968536.0,956729.0,1005701.0,1962430.0,955049.0,1003177.0,1958226.0,952347.0,999386.0,1951733.0,949429.0,993656.0,1943085.0,947124.0,987973.0,1935097.0,943070.0,981187.0,1924257.0,937933.0,974088.0,1912021.0,927732.0,966378.0,1894110.0,907985.0,952616.0,1860601.0,908489.0,946965.0,1855454.0,904219.0,942391.0,1846610.0,901230.0,937338.0,1838568.0,900757.0,933889.0,1834646.0,898875.0,928696.0,1827571.0
